country,year,milex_constant_usd_m,milex_share_gdp,sipri_available,country_code,wb_milex_pct_gdp,worldbank_available,total_events,total_fatalities,total_pop_exposure,battles,explosions_remote_violence,protests,riots,strategic_developments,violence_against_civilians,acled_available,gdp_pct,nato_2pct_threshold,conflict_zone
Georgia,2021,423.58338324996794,1.592406246130355,1,GEO,1.59240624613036,1,895.0,0.0,3432047.0,0.0,0.0,810.0,65.0,12.0,8.0,1,1.592406246130355,0,Other
Georgia,2022,458.6094457348125,1.6078768198308133,1,GEO,1.60787681983081,1,510.0,0.0,2067652.0,0.0,0.0,475.0,21.0,12.0,2.0,1,1.6078768198308133,0,Other
Georgia,2023,508.40141939870364,1.6586480840536224,1,GEO,1.65864808405362,1,314.0,2.0,1267035.0,0.0,1.0,293.0,12.0,1.0,7.0,1,1.6586480840536224,0,Other
Georgia,2024,632.3472739027155,1.8640294179456425,1,GEO,1.86402941794564,1,449.0,1.0,1774003.0,0.0,0.0,399.0,21.0,8.0,21.0,1,1.8640294179456425,0,Other
Germany,2018,50459.20663423516,1.148141457770472,1,DEU,1.14814145777047,1,,,,,,,,,,0,1.148141457770472,0,Other
Germany,2019,55350.650530960505,1.240148463314172,1,DEU,1.24014846331417,1,12.0,0.0,66662.0,0.0,0.0,9.0,0.0,3.0,0.0,1,1.240148463314172,0,Other
Germany,2020,58975.73422327501,1.3559899351232891,1,DEU,1.35598993512329,1,4770.0,14.0,20185195.0,2.0,6.0,4285.0,173.0,278.0,26.0,1,1.3559899351232891,0,Other
Germany,2021,58457.69860240413,1.2998237434923814,1,DEU,1.29982374349238,1,4629.0,9.0,20422653.0,0.0,1.0,4217.0,211.0,190.0,10.0,1,1.2998237434923814,0,Other
Germany,2022,61110.135064451206,1.3503051456175628,1,DEU,1.35030514561756,1,4972.0,1.0,20131394.0,0.0,1.0,4820.0,116.0,29.0,6.0,1,1.3503051456175628,0,Other
Germany,2023,67285.19863786241,1.487963326205636,1,DEU,1.48796332620564,1,4135.0,8.0,17928606.0,0.0,0.0,3937.0,102.0,93.0,3.0,1,1.487963326205636,0,Other
Germany,2024,86301.28701969642,1.8919037720549365,1,DEU,1.89190377205494,1,4953.0,17.0,21090178.0,1.0,1.0,4556.0,150.0,231.0,14.0,1,1.8919037720549365,0,Other
Gibraltar,2020,,,0,,,0,1.0,0.0,16329.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Gibraltar,2021,,,0,,,0,1.0,0.0,16649.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Gibraltar,2022,,,0,,,0,1.0,0.0,16961.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Gibraltar,2023,,,0,,,0,1.0,0.0,17333.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Greece,2018,5990.865575178422,2.700541082097663,1,GRC,2.70054108209766,1,411.0,26.0,18912030.0,4.0,10.0,201.0,146.0,27.0,23.0,1,2.700541082097663,1,Other
Greece,2019,5890.721719518047,2.596483671103052,1,GRC,2.59648367110305,1,874.0,7.0,28535803.0,1.0,15.0,498.0,252.0,62.0,46.0,1,2.596483671103052,1,Other
Greece,2020,6283.63406807117,3.0231076572883397,1,GRC,3.02310765728834,1,938.0,6.0,19366884.0,0.0,12.0,659.0,174.0,76.0,17.0,1,3.0231076572883397,1,Other
Greece,2021,8601.919670729663,3.8024736784176394,1,GRC,3.80247367841764,1,769.0,7.0,22623034.0,4.0,19.0,558.0,134.0,32.0,22.0,1,3.8024736784176394,1,Other
Greece,2022,9294.465842906508,4.000352461433729,1,GRC,4.00035246143373,1,760.0,70.0,24582030.0,1.0,27.0,436.0,149.0,121.0,26.0,1,4.000352461433729,1,Other
Greece,2023,7014.878933107463,2.8832547263344512,1,GRC,2.88325472633445,1,869.0,146.0,20612424.0,0.0,14.0,472.0,136.0,214.0,33.0,1,2.8832547263344512,1,Other
Greece,2024,7785.631037775642,3.1279753655014857,1,GRC,3.12797536550149,1,893.0,59.0,17828873.0,3.0,14.0,567.0,100.0,183.0,26.0,1,3.1279753655014857,1,Other
Greenland,2020,,,0,,,0,2.0,0.0,4005.0,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,Other
Greenland,2021,,,0,,,0,4.0,0.0,4541.0,0.0,0.0,3.0,0.0,1.0,0.0,1,,0,Other
Greenland,2022,,,0,,,0,7.0,0.0,15207.0,0.0,0.0,7.0,0.0,0.0,0.0,1,,0,Other
Greenland,2023,,,0,,,0,5.0,0.0,14598.0,0.0,0.0,5.0,0.0,0.0,0.0,1,,0,Other
Greenland,2024,,,0,,,0,21.0,0.0,41874.0,0.0,0.0,20.0,0.0,1.0,0.0,1,,0,Other
Hungary,2018,1861.2112272854827,1.0022045285225802,1,HUN,1.00220452852258,1,,,,,,,,,,0,1.0022045285225802,0,Other
Hungary,2019,2626.590311224733,1.3278252273401594,1,HUN,1.32782522734016,1,,,,,,,,,,0,1.3278252273401594,0,Other
Hungary,2020,3403.6065026975543,1.7462815241328602,1,HUN,1.74628152413286,1,208.0,0.0,1729452.0,0.0,0.0,199.0,3.0,6.0,0.0,1,1.7462815241328602,0,Other
Hungary,2021,2776.0155158749367,1.3152099359745686,1,HUN,1.31520993597457,1,140.0,0.0,1425733.0,0.0,0.0,127.0,1.0,4.0,8.0,1,1.3152099359745686,0,Other
Hungary,2022,4020.7091722952914,1.8331481717365397,1,HUN,1.83314817173654,1,430.0,0.0,3240074.0,0.0,0.0,416.0,2.0,11.0,1.0,1,1.8331481717365397,0,Other
Hungary,2023,4355.478069889931,2.049510967969715,1,HUN,2.04951096796972,1,206.0,0.0,2218039.0,0.0,0.0,191.0,10.0,2.0,3.0,1,2.049510967969715,1,Other
Hungary,2024,4718.443186693607,2.1563098044666513,1,HUN,2.15630980446665,1,164.0,0.0,1357223.0,0.0,0.0,149.0,0.0,13.0,2.0,1,2.1563098044666513,1,Other
Iceland,2018,0.0,,1,,,0,,,,,,,,,,0,,0,Other
Iceland,2019,0.0,,1,,,0,,,,,,,,,,0,,0,Other
Iceland,2020,0.0,,1,,,0,32.0,3.0,41935.0,0.0,0.0,29.0,1.0,2.0,0.0,1,,0,Other
Iceland,2021,0.0,,1,,,0,34.0,0.0,63380.0,0.0,0.0,28.0,0.0,4.0,2.0,1,,0,Other
Iceland,2022,0.0,,1,,,0,29.0,0.0,37114.0,0.0,0.0,28.0,0.0,1.0,0.0,1,,0,Other
Iceland,2023,0.0,,1,,,0,47.0,0.0,62494.0,0.0,0.0,45.0,1.0,1.0,0.0,1,,0,Other
Iceland,2024,0.0,,1,,,0,93.0,0.0,115506.0,0.0,0.0,90.0,1.0,2.0,0.0,1,,0,Other
Ireland,2018,1195.9910152121347,0.28011225503386566,1,IRL,0.280112255033866,1,,,,,,,,,,0,0.28011225503386566,0,Other
Ireland,2019,1255.4914215832384,0.2732935085592615,1,IRL,0.273293508559262,1,1.0,0.0,15577.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.2732935085592615,0,Other
Ireland,2020,1272.4000715158113,0.26268477760283354,1,IRL,0.262684777602834,1,301.0,0.0,2024521.0,1.0,0.0,280.0,12.0,5.0,3.0,1,0.26268477760283354,0,Other
Ireland,2021,1327.510292964705,0.23863769271282365,1,IRL,0.238637692712824,1,218.0,0.0,1120031.0,0.0,0.0,216.0,2.0,0.0,0.0,1,0.23863769271282365,0,Other
Ireland,2022,1271.3154149693503,0.21250238091446838,1,IRL,0.212502380914468,1,285.0,0.0,1392582.0,0.0,0.0,281.0,2.0,2.0,0.0,1,0.21250238091446838,0,Other
Ireland,2023,1269.225284246827,0.23037471100304444,1,IRL,0.230374711003044,1,370.0,0.0,1758003.0,0.0,0.0,353.0,8.0,9.0,0.0,1,0.23037471100304444,0,Other
Ireland,2024,1307.202544292824,0.23909633249552423,1,IRL,0.239096332495524,1,446.0,0.0,1874206.0,0.0,0.0,426.0,9.0,11.0,0.0,1,0.23909633249552423,0,Other
Isle of Man,2020,,,0,,,0,7.0,0.0,21436.0,0.0,0.0,7.0,0.0,0.0,0.0,1,,0,Other
Isle of Man,2021,,,0,,,0,3.0,0.0,10215.0,0.0,0.0,3.0,0.0,0.0,0.0,1,,0,Other
Isle of Man,2022,,,0,,,0,1.0,0.0,3451.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Isle of Man,2024,,,0,,,0,1.0,0.0,3348.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Italy,2018,30429.849382747365,1.354433179482945,1,ITA,1.35443317948295,1,,,,,,,,,,0,1.354433179482945,0,Other
Italy,2019,29597.90480694063,1.3061167136383198,1,ITA,1.30611671363832,1,25.0,0.0,195205.0,0.0,0.0,19.0,3.0,3.0,0.0,1,1.3061167136383198,0,Other
Italy,2020,36337.30758545161,1.7298495896945405,1,ITA,1.72984958969454,1,5934.0,0.0,34482762.0,0.0,10.0,5540.0,219.0,148.0,17.0,1,1.7298495896945405,0,Other
Italy,2021,37829.30318913095,1.662863877778727,1,ITA,1.66286387777873,1,7688.0,1.0,40979935.0,0.0,0.0,7381.0,161.0,136.0,10.0,1,1.662863877778727,0,Other
Italy,2022,37638.82211215955,1.6516425262019587,1,ITA,1.65164252620196,1,4898.0,1.0,29199055.0,0.0,0.0,4661.0,98.0,130.0,9.0,1,1.6516425262019587,0,Other
Italy,2023,36933.180928345166,1.6064604092835653,1,ITA,1.60646040928357,1,3324.0,0.0,23021753.0,0.0,2.0,3137.0,87.0,93.0,5.0,1,1.6064604092835653,0,Other
Italy,2024,37444.044956661644,1.6092456124584358,1,ITA,1.60924561245844,1,3212.0,0.0,23792949.0,0.0,2.0,3000.0,129.0,78.0,3.0,1,1.6092456124584358,0,Other
Kazakhstan,2018,1813.991630462809,0.835625758457601,1,KAZ,0.835625758457601,1,185.0,3.0,1172067.0,3.0,1.0,162.0,3.0,7.0,9.0,1,0.835625758457601,0,Central Asia
Kazakhstan,2019,2366.517646305267,1.0209163668913428,1,KAZ,1.02091636689134,1,561.0,7.0,3364892.0,2.0,0.0,506.0,11.0,16.0,26.0,1,1.0209163668913428,0,Central Asia
Kazakhstan,2020,2002.1492187148926,0.9071886761927235,1,KAZ,0.907188676192723,1,860.0,21.0,4037043.0,0.0,0.0,801.0,31.0,8.0,20.0,1,0.9071886761927235,0,Central Asia
Kazakhstan,2021,1988.6772226392766,0.819281683646492,1,KAZ,0.819281683646492,1,1043.0,3.0,5287288.0,1.0,0.0,983.0,13.0,1.0,45.0,1,0.819281683646492,0,Central Asia
Kazakhstan,2022,1349.6111346618693,0.517435849596282,1,KAZ,0.517435849596282,1,1082.0,231.0,5930455.0,1.0,0.0,914.0,14.0,17.0,136.0,1,0.517435849596282,0,Central Asia
Kazakhstan,2023,1164.302584933854,0.44077567308194765,1,KAZ,0.440775673081948,1,656.0,4.0,4411010.0,0.0,0.0,581.0,7.0,7.0,61.0,1,0.44077567308194765,0,Central Asia
Kazakhstan,2024,1145.0258769711013,0.42842846956593966,1,KAZ,0.42842846956594,1,738.0,6.0,4266105.0,0.0,0.0,665.0,8.0,6.0,59.0,1,0.42842846956593966,0,Central Asia
Kosovo,2018,72.19121261083384,0.8044205884424966,1,XKX,0.804420588442497,1,156.0,4.0,1222386.0,1.0,4.0,107.0,6.0,24.0,14.0,1,0.8044205884424966,0,Other
Kosovo,2019,76.88779744020191,0.8317259929962005,1,XKX,0.831725992996201,1,136.0,0.0,1101931.0,1.0,2.0,108.0,6.0,6.0,13.0,1,0.8317259929962005,0,Other
Kosovo,2020,90.57969900646762,1.023038902237141,1,XKX,1.02303890223714,1,104.0,0.0,804728.0,0.0,0.0,93.0,3.0,4.0,4.0,1,1.023038902237141,0,Other
Kosovo,2021,85.16345691983477,0.8459298782211824,1,XKX,0.845929878221182,1,159.0,0.0,930377.0,1.0,0.0,121.0,26.0,7.0,4.0,1,0.8459298782211824,0,Other
Kosovo,2022,115.99268268617527,1.1500461457350886,1,XKX,1.15004614573509,1,166.0,0.0,795532.0,2.0,0.0,134.0,6.0,5.0,19.0,1,1.1500461457350886,0,Other
Kosovo,2023,133.18546592279202,1.2735135179807584,1,XKX,1.27351351798076,1,215.0,5.0,1167891.0,2.0,5.0,157.0,14.0,23.0,14.0,1,1.2735135179807584,0,Other
Kosovo,2024,161.98947369087975,1.4765963957412727,1,XKX,1.47659639574127,1,163.0,0.0,909451.0,0.0,12.0,83.0,2.0,50.0,16.0,1,1.4765963957412727,0,Other
Kyrgyzstan,2018,,,0,KGZ,3.02854515463686,1,193.0,4.0,1675246.0,2.0,1.0,146.0,15.0,5.0,24.0,1,3.02854515463686,1,Central Asia
Kyrgyzstan,2019,,,0,KGZ,2.71068623481534,1,286.0,8.0,2197436.0,6.0,0.0,213.0,28.0,17.0,22.0,1,2.71068623481534,1,Central Asia
Kyrgyzstan,2020,,,0,KGZ,3.10718371407588,1,342.0,2.0,2605626.0,3.0,0.0,268.0,46.0,5.0,20.0,1,3.10718371407588,1,Central Asia
Kyrgyzstan,2021,,,0,KGZ,2.840273087853,1,534.0,32.0,3069761.0,9.0,0.0,446.0,33.0,7.0,39.0,1,2.840273087853,1,Central Asia
Kyrgyzstan,2022,,,0,KGZ,2.90437000597407,1,404.0,68.0,2615261.0,20.0,4.0,324.0,10.0,16.0,30.0,1,2.90437000597407,1,Central Asia
Kyrgyzstan,2023,,,0,KGZ,3.45490593195541,1,213.0,2.0,3051468.0,2.0,0.0,164.0,13.0,1.0,33.0,1,3.45490593195541,1,Central Asia
Kyrgyzstan,2024,,,0,KGZ,2.96620373701758,1,185.0,1.0,2094001.0,1.0,0.0,145.0,10.0,4.0,25.0,1,2.96620373701758,1,Central Asia
Latvia,2018,883.0675510287554,2.1347300221859187,1,LVA,2.13473002218592,1,,,,,,,,,,0,2.1347300221859187,1,Other
Latvia,2019,883.2153691305876,2.090168022113572,1,LVA,2.09016802211357,1,,,,,,,,,,0,2.090168022113572,1,Other
Latvia,2020,928.3436796623946,2.2275952168637514,1,LVA,2.22759521686375,1,70.0,0.0,128949.0,0.0,0.0,68.0,1.0,0.0,1.0,1,2.2275952168637514,1,Other
Latvia,2021,961.0330972619172,2.1557798750514943,1,LVA,2.15577987505149,1,70.0,0.0,127536.0,0.0,0.0,62.0,1.0,7.0,0.0,1,2.1557798750514943,1,Other
Latvia,2022,958.1145323026443,2.254619310576192,1,LVA,2.25461931057619,1,50.0,0.0,87725.0,0.0,0.0,47.0,0.0,3.0,0.0,1,2.254619310576192,1,Other
Latvia,2023,1253.7964399462408,2.970169569208079,1,LVA,2.97016956920808,1,36.0,0.0,64210.0,0.0,0.0,36.0,0.0,0.0,0.0,1,2.970169569208079,1,Other
Latvia,2024,1404.7713519101135,3.2579915453517065,1,LVA,3.25799154535171,1,54.0,1.0,97664.0,0.0,0.0,49.0,0.0,4.0,1.0,1,3.2579915453517065,1,Other
Liechtenstein,2020,,,0,,,0,3.0,0.0,2860.0,0.0,0.0,2.0,0.0,1.0,0.0,1,,0,Other
Liechtenstein,2021,,,0,,,0,6.0,0.0,7117.0,0.0,0.0,5.0,0.0,1.0,0.0,1,,0,Other
Liechtenstein,2022,,,0,,,0,5.0,0.0,9068.0,0.0,0.0,5.0,0.0,0.0,0.0,1,,0,Other
Liechtenstein,2024,,,0,,,0,1.0,0.0,1470.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Lithuania,2018,1369.2556748688598,1.9478793296370083,1,LTU,1.94787932963701,1,,,,,,,,,,0,1.9478793296370083,0,Other
Lithuania,2019,1460.6089791677566,1.984190119313552,1,LTU,1.98419011931355,1,1.0,0.0,5745.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.984190119313552,0,Other
Lithuania,2020,1521.5862239014134,2.049155580230282,1,LTU,2.04915558023028,1,60.0,0.0,207854.0,0.0,0.0,58.0,0.0,2.0,0.0,1,2.049155580230282,1,Other
Lithuania,2021,1559.3485581962402,1.9495529204279087,1,LTU,1.94955292042791,1,158.0,0.0,397633.0,0.0,0.0,148.0,3.0,7.0,0.0,1,1.9495529204279087,0,Other
Lithuania,2022,1943.968047456773,2.444575878772219,1,LTU,2.44457587877222,1,80.0,0.0,237919.0,0.0,0.0,77.0,0.0,3.0,0.0,1,2.444575878772219,1,Other
Lithuania,2023,2162.912001244593,2.7130005288797086,1,LTU,2.71300052887971,1,72.0,0.0,278302.0,0.0,0.0,71.0,0.0,0.0,1.0,1,2.7130005288797086,1,Other
Lithuania,2024,2602.0612717950917,3.118174864402894,1,LTU,3.11817486440289,1,101.0,1.0,271812.0,0.0,0.0,86.0,0.0,13.0,2.0,1,3.118174864402894,1,Other
Luxembourg,2018,377.28025238593074,0.5006556426618753,1,LUX,0.500655642661875,1,,,,,,,,,,0,0.5006556426618753,0,Other
Luxembourg,2019,420.0935843491559,0.546198379988419,1,LUX,0.546198379988419,1,,,,,,,,,,0,0.546198379988419,0,Other
Luxembourg,2020,455.77866574294154,0.5780770822239638,1,LUX,0.578077082223964,1,37.0,0.0,108001.0,0.0,0.0,35.0,1.0,1.0,0.0,1,0.5780770822239638,0,Other
Luxembourg,2021,406.4074200264493,0.4712492361201899,1,LUX,0.47124923612019,1,34.0,0.0,162765.0,0.0,0.0,32.0,2.0,0.0,0.0,1,0.4712492361201899,0,Other
Luxembourg,2022,543.3721927015657,0.6253257752600024,1,LUX,0.625325775260002,1,33.0,0.0,119633.0,0.0,0.0,33.0,0.0,0.0,0.0,1,0.6253257752600024,0,Other
Luxembourg,2023,662.4924663457451,0.7731794218102402,1,LUX,0.77317942181024,1,40.0,0.0,135949.0,0.0,0.0,39.0,0.0,1.0,0.0,1,0.7731794218102402,0,Other
Luxembourg,2024,849.4051607445662,0.9626791570256221,1,LUX,0.962679157025622,1,33.0,0.0,110170.0,0.0,0.0,33.0,0.0,0.0,0.0,1,0.9626791570256221,0,Other
Macedonia,2018,143.74870782646784,0.9431087326702309,1,MKD,0.943108732670231,1,91.0,1.0,1406462.0,1.0,0.0,78.0,6.0,5.0,1.0,1,0.9431087326702309,0,Other
Macedonia,2019,183.76648241709515,1.1591162855325745,1,MKD,1.15911628553257,1,197.0,0.0,1869918.0,0.0,0.0,182.0,1.0,11.0,3.0,1,1.1591162855325745,0,Other
Macedonia,2020,187.7842026585182,1.2405865698042595,1,MKD,1.24058656980426,1,234.0,0.0,2192191.0,0.0,0.0,225.0,0.0,5.0,4.0,1,1.2405865698042595,0,Other
Macedonia,2021,232.31896096647964,1.4537088910862452,1,MKD,1.45370889108625,1,191.0,0.0,2131218.0,0.0,1.0,184.0,4.0,2.0,0.0,1,1.4537088910862452,0,Other
Macedonia,2022,247.44970317231508,1.5805975466654243,1,MKD,1.58059754666542,1,168.0,0.0,1496118.0,0.0,0.0,161.0,2.0,4.0,1.0,1,1.5805975466654243,0,Other
Macedonia,2023,266.629712724026,1.6932281551281594,1,MKD,1.69322815512816,1,216.0,0.0,2007645.0,0.0,0.0,209.0,0.0,1.0,6.0,1,1.6932281551281594,0,Other
Macedonia,2024,341.79486684540603,2.1035286342681756,1,MKD,2.10352863426818,1,167.0,0.0,1569716.0,0.0,0.0,140.0,0.0,20.0,7.0,1,2.1035286342681756,1,Other
Malta,2018,70.89400437855124,0.41417663261111665,1,MLT,0.414176632611117,1,,,,,,,,,,0,0.41417663261111665,0,Other
Malta,2019,88.26696075144186,0.49125818567028734,1,MLT,0.491258185670287,1,,,,,,,,,,0,0.49125818567028734,0,Other
Malta,2020,92.60636432331737,0.5276742905116238,1,MLT,0.527674290511624,1,56.0,0.0,415026.0,0.0,0.0,41.0,7.0,7.0,1.0,1,0.5276742905116238,0,Other
Malta,2021,89.63787505901097,0.44608515556213796,1,MLT,0.446085155562138,1,77.0,0.0,403838.0,0.0,0.0,75.0,2.0,0.0,0.0,1,0.44608515556213796,0,Other
Malta,2022,85.30105311867374,0.4118349817510417,1,MLT,0.411834981751042,1,83.0,0.0,429853.0,0.0,0.0,81.0,1.0,1.0,0.0,1,0.4118349817510417,0,Other
Malta,2023,112.63672153534341,0.5048662536281094,1,MLT,0.504866253628109,1,76.0,0.0,427868.0,0.0,0.0,74.0,1.0,0.0,1.0,1,0.5048662536281094,0,Other
Malta,2024,106.28245199591562,0.45112331948724815,1,MLT,0.451123319487248,1,60.0,0.0,365446.0,0.0,0.0,60.0,0.0,0.0,0.0,1,0.45112331948724815,0,Other
Moldova,2018,57.731897532755056,0.3323237432405494,1,MDA,0.332323743240549,1,213.0,0.0,1148371.0,0.0,0.0,179.0,1.0,28.0,5.0,1,0.3323237432405494,0,Other
Moldova,2019,65.46262276418989,0.3621223791055156,1,MDA,0.362122379105516,1,240.0,0.0,1203620.0,1.0,0.0,176.0,9.0,48.0,6.0,1,0.3621223791055156,0,Other
Moldova,2020,65.02948374260704,0.3854632757299409,1,MDA,0.385463275729941,1,304.0,0.0,1307094.0,0.0,0.0,281.0,6.0,13.0,4.0,1,0.3854632757299409,0,Other
Moldova,2021,72.09167529320457,0.3705799249243689,1,MDA,0.370579924924369,1,223.0,0.0,663205.0,1.0,0.0,193.0,9.0,13.0,7.0,1,0.3705799249243689,0,Other
Moldova,2022,61.693517787906146,0.36005900885684783,1,MDA,0.360059008856848,1,456.0,0.0,1812805.0,0.0,7.0,414.0,6.0,23.0,6.0,1,0.36005900885684783,0,Other
Moldova,2023,94.36290535631728,0.5706126601884454,1,MDA,0.570612660188445,1,225.0,1.0,1107919.0,0.0,1.0,193.0,3.0,21.0,7.0,1,0.5706126601884454,0,Other
Moldova,2024,103.15856369255985,0.5977808384911346,1,MDA,0.597780838491135,1,218.0,0.0,1211955.0,0.0,2.0,175.0,5.0,35.0,1.0,1,0.5977808384911346,0,Other
Monaco,2020,,,0,,,0,3.0,0.0,26992.0,0.0,0.0,2.0,0.0,1.0,0.0,1,,0,Other
Monaco,2021,,,0,,,0,6.0,0.0,82230.0,0.0,0.0,6.0,0.0,0.0,0.0,1,,0,Other
Monaco,2022,,,0,,,0,2.0,0.0,27710.0,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,Other
Monaco,2023,,,0,,,0,3.0,0.0,42024.0,0.0,0.0,3.0,0.0,0.0,0.0,1,,0,Other
Monaco,2024,,,0,,,0,4.0,0.0,55496.0,0.0,0.0,4.0,0.0,0.0,0.0,1,,0,Other
Montenegro,2018,86.80664590235243,1.3692948727571397,1,MNE,1.36929487275714,1,101.0,2.0,1299323.0,0.0,15.0,78.0,1.0,1.0,6.0,1,1.3692948727571397,0,Other
Montenegro,2019,89.48893576288442,1.3344119643203411,1,MNE,1.33441196432034,1,160.0,0.0,829060.0,0.0,9.0,136.0,3.0,5.0,7.0,1,1.3344119643203411,0,Other
Montenegro,2020,98.79430041462145,1.738027260455615,1,MNE,1.73802726045562,1,343.0,0.0,451403.0,0.0,1.0,333.0,8.0,1.0,0.0,1,1.738027260455615,0,Other
Montenegro,2021,102.19739432990357,1.5552801950305946,1,MNE,1.55528019503059,1,212.0,0.0,528376.0,0.0,0.0,199.0,6.0,1.0,6.0,1,1.5552801950305946,0,Other
Montenegro,2022,109.5964884354626,1.573037083952142,1,MNE,1.57303708395214,1,305.0,0.0,477962.0,0.0,3.0,298.0,1.0,3.0,0.0,1,1.573037083952142,0,Other
Montenegro,2023,114.26052609971435,1.518751395647232,1,MNE,1.51875139564723,1,138.0,1.0,465488.0,0.0,1.0,136.0,0.0,1.0,0.0,1,1.518751395647232,0,Other
Montenegro,2024,143.876509509229,1.8325353927047539,1,MNE,1.83253539270475,1,156.0,0.0,421201.0,0.0,0.0,150.0,2.0,2.0,2.0,1,1.8325353927047539,0,Other
